Name,Age,NetWorth,,,,,,
Fatih Ozmen,64,2500000000,,,,,,
Qiu Minxiu,76,2000000000,,,,,,
Stewart Rahr,76,2500000000,,,,,,
Prathap Reddy,90,2000000000,,,,,,
Chad Richison,51,2300000000,,,,,,
Suh Kyung-bae,59,2400000000,,,,,,
Glen Taylor,81,2400000000,,,,,,
Nadia Thiele,46,2400000000,,,,,,
Wang Minwen,58,2000000000,,,,,,
Huijiao Yu,56,2500000000,,,,,,
Zhang Ning & family,48,1700000000,,,,,,
Zhao Tao,56,2200000000,,,,,,
Hongyi Zhou,51,2100000000,,,,,,
Rajendra Agarwal,63,2300000000,,,,,,
George Argyros & family,85,2300000000,,,,,,
Edward Bass,76,2500000000,,,,,,
Banwari Lal Bawri,69,2300000000,,,,,,
Girdhari Lal Bawri,74,2300000000,,,,,,
Chao Teng-hsiung,77,2300000000,,,,,,
Zhisong Chen,56,2200000000,,,,,,
Chey Tae-won,61,2400000000,,,,,,
Choo Chong Ngen,69,2400000000,,,,,,
John Coates,52,2300000000,,,,,,
Alexandra Daitch,59,2500000000,,,,,,
Chetan Dube,56,2400000000,,,,,,
Daniel Ek,39,2200000000,,,,,,
John Fisher,61,2300000000,,,,,,
Bernard Fraisse & family,65,2400000000,,,,,,
William Franke,85,2400000000,,,,,,
Caroline Hagen Kjos,38,2200000000,,,,,,
Lam Kong,57,2200000000,,,,,,
Hans Langer,70,2300000000,,,,,,
Joe Lau,32,2400000000,,,,,,
Kevin David Lehmann,19,2300000000,,,,,,
Liang Qin & family,50,2100000000,,,,,,
Peter Lim,69,2400000000,,,,,,
Sarah MacMillan,68,2500000000,,,,,,
Kalanithi Maran,56,2300000000,,,,,,
Lirio Parisotto,68,2500000000,,,,,,
Rajan Raheja & family,68,2200000000,,,,,,
Alberto Roemmers,95,2400000000,,,,,,
Rodney Sacks,72,2800000000,,,,,,
Ferit Faik Sahenk,58,2300000000,,,,,,
Hilton Schlosberg,69,2900000000,,,,,,
Alberto Siccardi & family,78,2300000000,,,,,,
Salil Singhal,74,2500000000,,,,,,
Lucy Stitzer,62,2500000000,,,,,,
Otto Toto Sugiri,68,1900000000,,,,,,
Harley Sy,63,2300000000,,,,,,
Teresita Sy-Coson,71,2200000000,,,,,,
Katsumi Tada,76,2400000000,,,,,,
Tang Yiu,88,2400000000,,,,,,
Jeff Tangney,49,1800000000,,,,,,
Lottie Tham & family,73,2300000000,,,,,,
T.Y. Tsai,69,2300000000,,,,,,
Timur Turlov,34,1900000000,,,,,,
Hamdi Ulukaya,49,2500000000,,,,,,
Peter Unger,77,2400000000,,,,,,
Nikil Viswanathan,34,2400000000,,,,,,
Anthony Wood,56,2100000000,,,,,,
Zhang Hongwei,67,3200000000,,,,,,
Zhang Li,69,2400000000,,,,,,
Houshan Bai,58,1600000000,,,,,,
Alex Beard,54,2300000000,,,,,,
Koos Bekker,69,2200000000,,,,,,
William Boyd & family,90,2100000000,,,,,,
Timothy Boyle,72,2100000000,,,,,,
Anand Burman,70,2200000000,,,,,,
Richard Chandler,63,2300000000,,,,,,
R.G. Chandramogan,73,1900000000,,,,,,
Cho Young-sik,60,2100000000,,,,,,
Chu Lam Yiu,52,2400000000,,,,,,
Kommer Damen,78,2100000000,,,,,,
Henry Davis,71,2300000000,,,,,,
Ray Davis,80,2500000000,,,,,,
Stephen Feinberg,62,2300000000,,,,,,
Kenneth Feld & family,73,2300000000,,,,,,
Alexander Frolov,58,2700000000,,,,,,
Mario Germano Giuliani,50,2400000000,,,,,,
Serge Godin,72,2400000000,,,,,,
Noam Gottesman,61,2300000000,,,,,,
Philip & Cristina Green,70,2200000000,,,,,,
Yusuf Hamied,85,2100000000,,,,,,
Bill Haslam,63,2400000000,,,,,,
Hans-Werner Hector,82,2200000000,,,,,,
Ho Hung Anh,51,2100000000,,,,,,
Douglas Hsu,79,2300000000,,,,,,
Erman Ilicak,54,2300000000,,,,,,
Zhaobai Jiang,58,1700000000,,,,,,
Osman Kibar,51,2300000000,,,,,,
Adam Kwok,39,2400000000,,,,,,
Frank Laukien,62,2300000000,,,,,,
Louis Le Duff,75,2300000000,,,,,,
Solomon Lew,77,2000000000,,,,,,
Liang Rubo,39,2300000000,,,,,,
Liang Zhaoxian,57,2200000000,,,,,,
Prayudh Mahagitsiri,76,2100000000,,,,,,
Clayton Mathile,81,2300000000,,,,,,
Erwin Franz Mueller,89,2200000000,,,,,,
David Murdock,99,2300000000,,,,,,
Rubens Ometto Silveira Mello,72,2400000000,,,,,,
Erik Paulsson & family,80,2000000000,,,,,,
Heloise Pratt,59,2300000000,,,,,,
Qiu Jianping & family,60,2200000000,,,,,,
Dirk Rossmann & family,75,4500000000,,,,,,
Stephan Schmidheiny,74,2300000000,,,,,,
Wenrong Shen,76,2100000000,,,,,,
Mengquan Sun & family,72,2200000000,,,,,,
Thomas Tull,51,2000000000,,,,,,
Ted Turner,83,2300000000,,,,,,
David Walentas,83,2300000000,,,,,,
Yingming Wu,55,1900000000,,,,,,
Yingzhuo Xu,54,2200000000,,,,,,
Christoph Zeller,65,2200000000,,,,,,
Zhang Wanzhen,72,2000000000,,,,,,
Xiaojuan Zhang,52,2200000000,,,,,,
Michael Ashcroft,76,2100000000,,,,,,
Alex Atallah,30,2200000000,,,,,,
Brett Blundy,62,2000000000,,,,,,
Chris Britt,49,2200000000,,,,,,
Cen Junda,57,908000000,,,,,,
Yadu Hari Dalmia & family,75,2100000000,,,,,,
Zhenggang Dou,69,2100000000,,,,,,
Weimin Du,58,1100000000,,,,,,
Devin Finzer,31,2200000000,,,,,,
Robert Friedland,71,2100000000,,,,,,
Phillip Frost,85,2200000000,,,,,,
Jeffrey Gundlach,63,2200000000,,,,,,
John Hancock,46,2200000000,,,,,,
Georg Haub,60,2200000000,,,,,,
Hortensia Herrero,72,2100000000,,,,,,
"B. Wayne Hughes, Jr.",61,2000000000,,,,,,
Bruce Karsh,66,2200000000,,,,,,
Shlomo Kramer,56,2200000000,,,,,,
Jonathan Kwok,30,2300000000,,,,,,
Christian Latouche,81,2200000000,,,,,,
Martin Lau,49,2200000000,,,,,,
Li Wa,56,2200000000,,,,,,
Liang Xinjun,54,2200000000,,,,,,
Lin Chang Su-O,81,2100000000,,,,,,
Lin Fanlian,61,2100000000,,,,,,
Lin Lairong & family,53,1800000000,,,,,,
Daniel Lubetzky,53,2200000000,,,,,,
Howard Marks,76,2200000000,,,,,,
Craig McCaw,72,2200000000,,,,,,
Vincent McMahon,76,2400000000,,,,,,
Mu Rongjun,42,2900000000,,,,,,
Jonathan Nelson,66,2200000000,,,,,,
Bianca Rinehart,45,2200000000,,,,,,
Ginia Rinehart,35,2200000000,,,,,,
Filiz Sahenk,55,2200000000,,,,,,
S.D. Shibulal,67,1900000000,,,,,,
Alexander Svetakov,54,3000000000,,,,,,
Jeffrey Talpins,47,2200000000,,,,,,
Ming Tian,68,1800000000,,,,,,
Arvind Tiku,52,2200000000,,,,,,
Torsten Toeller,56,2200000000,,,,,,
Riaz Valani,45,2200000000,,,,,,
Pieter van der Does,53,2000000000,,,,,,
Lang Walker,76,2000000000,,,,,,
Hope Welker,36,2200000000,,,,,,
Xie Bingkun & family,55,2600000000,,,,,,
William Young,81,2200000000,,,,,,
Zhou Jian,45,2300000000,,,,,,
Mohamed Al Fayed,93,2000000000,,,,,,
Faisal Bin Qassim Al Thani,74,2000000000,,,,,,
Masaaki Arai,56,2000000000,,,,,,
Tatyana Bakalchuk,46,4400000000,,,,,,
Lee Bass,66,2200000000,,,,,,
Alberto Bombassei,81,2300000000,,,,,,
Jim Breyer,60,2100000000,,,,,,
Ron Burkle,69,2300000000,,,,,,
Chen Huwen,51,2000000000,,,,,,
Chen Huxiong,51,1900000000,,,,,,
Chen Xuehua,61,2100000000,,,,,,
Bruce Cheng,86,1900000000,,,,,,
Ryan Cohen,36,2200000000,,,,,,
Dermot Desmond,71,2100000000,,,,,,
Fred Ehrsam,34,995600000,,,,,,
John Elkann,46,2200000000,,,,,,
Bob Ell,77,2100000000,,,,,,
Fang Xiaoliang & family,63,1000000000,,,,,,
Lindsay Fox,85,2100000000,,,,,,
Gary Friedman,64,1800000000,,,,,,
Gordon Getty,88,2100000000,,,,,,
Dennis Gillings,78,2100000000,,,,,,
Harsh Goenka,64,2000000000,,,,,,
David Hains,91,2000000000,,,,,,
Bahaa Hariri,56,2100000000,,,,,,
Shmuel Harlap,77,2100000000,,,,,,
Gerry Harvey,82,1800000000,,,,,,
Reid Hoffman,54,2100000000,,,,,,
Hou Juncheng,57,2300000000,,,,,,
Thomas James,80,2100000000,,,,,,
Eiichi Kuriwada,75,2000000000,,,,,,
Kwek Leng Kee,67,2100000000,,,,,,
Lai Shixian,47,1900000000,,,,,,
Lau Cho Kun,86,2100000000,,,,,,
Lee Hae-jin,54,1900000000,,,,,,
Harald Link,67,2100000000,,,,,,
Liu Xiucai & family,65,1700000000,,,,,,
Yangyong Luo & family,47,1600000000,,,,,,
Igor Makarov,60,2100000000,,,,,,
Alexander Mamut,62,2000000000,,,,,,
David Mindus,50,2000000000,,,,,,
Yuji Otsuka,68,2000000000,,,,,,
Clive Palmer,68,2100000000,,,,,,
Ajay Parekh,64,1900000000,,,,,,
Narendrakumar Parekh,84,2000000000,,,,,,
Xiangdong Qi,51,1600000000,,,,,,
Jianhua Ren,65,2100000000,,,,,,
Alice Schwartz,95,2400000000,,,,,,
Peter Sondakh,72,2000000000,,,,,,
Song Fei,55,1400000000,,,,,,
Timothy Springer,74,2000000000,,,,,,
Suyu Su & family,73,1800000000,,,,,,
Elizabeth Sy,70,2000000000,,,,,,
Sukanto Tanoto,72,2000000000,,,,,,
Jayshree Ullal,61,1800000000,,,,,,
Sunny Varkey,65,2100000000,,,,,,
Jitendra Virwani,56,2100000000,,,,,,
Wang Ren-sheng,90,2000000000,,,,,,
Wang Wenmo,65,1900000000,,,,,,
Thomas Wu,72,1900000000,,,,,,
Wu Ying,58,2400000000,,,,,,
Amy Wyss,51,2100000000,,,,,,
Xiang Guangming & family,58,1900000000,,,,,,
Xu Shugen,56,1900000000,,,,,,
Steven Meng Yang & family,40,1700000000,,,,,,
Clayton Zekelman,53,2100000000,,,,,,
Hongfei Zhao,48,2300000000,,,,,,
S. Daniel Abraham,97,2000000000,,,,,,
Aziz Akhannouch & family,61,2000000000,,,,,,
Andrey Andreev,48,2000000000,,,,,,
Ramon Ang,68,1900000000,,,,,,
Guilherme Benchimol,45,1600000000,,,,,,
Julio Bozano,86,2000000000,,,,,,
Ryan Breslow,28,2000000000,,,,,,
Cao Jianwei,44,1700000000,,,,,,
Herb Chambers,80,1900000000,,,,,,
Daniel Chiu,61,2000000000,,,,,,
Tim Cook,61,2000000000,,,,,,
Brunello Cucinelli & family,68,2000000000,,,,,,
Georgi Domuschiev,49,2000000000,,,,,,
Kiril Domuschiev,53,2000000000,,,,,,
Glenn Dubin,65,2000000000,,,,,,
James Duff,61,2000000000,,,,,,
Thomas Duff,65,2000000000,,,,,,
Robert Duggan,78,1700000000,,,,,,
Maria Franca Fissolo,87,2000000000,,,,,,
Fu Mingkang & family,59,1400000000,,,,,,
Jay Hennick,65,1900000000,,,,,,
Orion Hindawi,42,2000000000,,,,,,
Ji Qi,55,2400000000,,,,,,
Kim Chang-soo,61,1800000000,,,,,,
Vyacheslav Kim,52,2500000000,,,,,,
Kuan Kam Hon & family,74,1900000000,,,,,,
Egor Kulkov,50,2500000000,,,,,,
Josh Kushner,36,2000000000,,,,,,
Henry Laufer,76,2000000000,,,,,,
Thomas Lee,78,2000000000,,,,,,
Michael Lee-Chin,71,1800000000,,,,,,
Li Xuhui,53,1800000000,,,,,,
Lim Kok Thay,70,2500000000,,,,,,
Joao Roberto Marinho,68,2000000000,,,,,,
Jose Roberto Marinho,66,2000000000,,,,,,
Roberto Irineu Marinho,74,2000000000,,,,,,
Jim McKelvey,56,1800000000,,,,,,
Robert Miller,89,2000000000,,,,,,
David Nahmad,75,2000000000,,,,,,
Florentino Perez,75,2100000000,,,,,,
Jennifer Pritzker,71,2000000000,,,,,,
Linda Pritzker,68,2000000000,,,,,,
P.V. Ramprasad Reddy,64,1700000000,,,,,,
"Joe Rogers, Jr.",75,2000000000,,,,,,
Ruan Shuilong & family,86,1800000000,,,,,,
Phil Ruffin,87,1900000000,,,,,,
Vinod Saraf,69,2100000000,,,,,,
Maria-Elisabeth Schaeffler-Thumann,80,2200000000,,,,,,
Genhuo Shao,56,1800000000,,,,,,
Shen Xiqiang & family,74,1800000000,,,,,,
Shi Wen-long,94,1900000000,,,,,,
Thaksin Shinawatra,72,1900000000,,,,,,
Alexander Skorobogatko,54,2600000000,,,,,,
Sylvia Stroeher,67,2000000000,,,,,,
Wichai Thongtang,75,2000000000,,,,,,
Todd Wagner,61,2000000000,,,,,,
Wang Jianguo,62,1700000000,,,,,,
Shuifu Wang,67,1300000000,,,,,,
Wenbiao Wang,65,1800000000,,,,,,
Kanye West,44,2000000000,,,,,,
Evan Williams,50,2100000000,,,,,,
Zhongyi Wu,48,1800000000,,,,,,
Zhihan Xu,49,1600000000,,,,,,
Yan Zhi,49,1900000000,,,,,,
Michael Ying,72,2100000000,,,,,,
Yuan Liping,51,1100000000,,,,,,
Anu Aga,79,1900000000,,,,,,
Joy Alukkas,65,1900000000,,,,,,
Sezai Bacaksiz,72,1900000000,,,,,,
Acharya Balkrishna,49,2000000000,,,,,,
Kiki Barki,82,554500000,,,,,,
John Bloor,78,1800000000,,,,,,
Nicola Bulgari,81,1900000000,,,,,,
Alejandro Bulgheroni,77,2100000000,,,,,,
Fernando Chico Pardo,70,2100000000,,,,,,
Jose Luis Cutrale,75,1900000000,,,,,,
D. Leopoldo Del Pino,59,1800000000,,,,,,
James Dinan,63,1900000000,,,,,,
Francois Feuillet & family,73,1700000000,,,,,,
Guangming Fu & family,68,1600000000,,,,,,
Mario Gabelli,80,1900000000,,,,,,
Reinold Geiger,74,2000000000,,,,,,
He Zhenggang,68,1700000000,,,,,,
Roberto Hernandez Ramirez,80,1900000000,,,,,,
Hoi Kin Hong,69,1500000000,,,,,,
Huang Qiaoling,63,1600000000,,,,,,
Willis Johnson,75,1800000000,,,,,,
Keeree Kanjanapas,71,1800000000,,,,,,
Kim Dae-il,42,1200000000,,,,,,
Kim Hyoung-nyon,46,1900000000,,,,,,
Andrei Kozitsyn,61,4100000000,,,,,,
Thomas Kwok,70,2000000000,,,,,,
Lei Jufang,69,1800000000,,,,,,
David Lichtenstein,60,1900000000,,,,,,
Lin Dingqiang & family,55,1700000000,,,,,,
Mikhail Lomtadze,46,2400000000,,,,,,
Yusaku Maezawa,46,1700000000,,,,,,
Katarina Martinson,41,1900000000,,,,,,
Shouliang Miao,67,1800000000,,,,,,
Romano Minozzi,87,1600000000,,,,,,
Pedro Moreira Salles,62,2100000000,,,,,,
Alexander Nesis,59,1900000000,,,,,,
Nguyen Dang Quang,58,1800000000,,,,,,
Oei Hong Leong,74,1900000000,,,,,,
Nihat Ozdemir,72,1900000000,,,,,,
Gretel Packer,56,1900000000,,,,,,
Benjamin Zhengmin Pan & family,52,1800000000,,,,,,
Victor Pinchuk,61,2000000000,,,,,,
Alexander Ponomarenko,57,2400000000,,,,,,
Qi Jinxing,60,2200000000,,,,,,
Larry Robbins,52,1900000000,,,,,,
Dwight Schar,80,1900000000,,,,,,
Shi Yifeng,48,2100000000,,,,,,
Sun Hongjun,48,1500000000,,,,,,
Anand Surana,51,1900000000,,,,,,
Dilip Surana,56,1900000000,,,,,,
Djoko Susanto,72,2900000000,,,,,,
Sze Man Bok,72,1900000000,,,,,,
Alain Taravella,74,1800000000,,,,,,
Martin Viessmann,68,1900000000,,,,,,
Georg von Opel,56,2400000000,,,,,,
Changtian Wang,57,1600000000,,,,,,
Wang Chaobin,66,1900000000,,,,,,
Wang Chou-hsiong,81,1900000000,,,,,,
Wang Xiaoshen,53,1700000000,,,,,,
Wei Yin-Heng,63,1900000000,,,,,,
Xue Xiangdong & family,63,1600000000,,,,,,
Yuan Fugen & family,71,1800000000,,,,,,
David Zalik,48,1900000000,,,,,,
Leslie Alexander,78,1800000000,,,,,,
Igor Altushkin,51,3200000000,,,,,,
Roberto Angelini Rossi,73,1800000000,,,,,,
Nigel Austin,51,1800000000,,,,,,
Bang Jun-hyuk,54,1400000000,,,,,,
O. Francis Biondi,57,1800000000,,,,,,
Chang Byung-gyu,49,1700000000,,,,,,
Chen Gang,54,2300000000,,,,,,
Liying Chen,46,1500000000,,,,,,
Chen Xueli,70,1600000000,,,,,,
Chi Yufeng,51,1800000000,,,,,,
Mark Coombs,61,1800000000,,,,,,
Tench Coxe,64,1400000000,,,,,,
John de Mol,67,1700000000,,,,,,
Alfredo Egydio Arruda Villela Filho,52,1900000000,,,,,,
Ibrahim Erdemoglu,59,2200000000,,,,,,
Paul Foster,64,2000000000,,,,,,
James France,77,1800000000,,,,,,
Yasuhiro Fukushima,74,1800000000,,,,,,
Zhongru Gan,73,1300000000,,,,,,
Rahul Gautam,69,1500000000,,,,,,
Ali Ghodsi,43,1800000000,,,,,,
Giammaria Giuliani,44,1800000000,,,,,,
Christopher Goldsbury,79,1800000000,,,,,,
Alexandre Grendene Bartelle,72,1900000000,,,,,,
Surjit Kumar Gupta,80,1900000000,,,,,,
Brian Higgins,57,1800000000,,,,,,
David Hindawi,77,1800000000,,,,,,
Chengzhong Hu,61,1800000000,,,,,,
Huang Min,48,1100000000,,,,,,
Stanley Hubbard,89,1700000000,,,,,,
Hui Lin Chit,68,1800000000,,,,,,
Hal Jackman,89,1800000000,,,,,,
Stephen Jarislowsky,96,1800000000,,,,,,
George Joseph,100,1700000000,,,,,,
Kim Kardashian,41,1800000000,,,,,,
Dominika Kulczyk,44,1900000000,,,,,,
Edward Lampert,59,1800000000,,,,,,
Marc Lasry,61,1800000000,,,,,,
Michiel Le Roux,73,1800000000,,,,,,
Peter Leibinger,55,2500000000,,,,,,
Regine Leibinger,59,2400000000,,,,,,
Nicola Leibinger-Kammueller,62,2400000000,,,,,,
Wolfgang Leitner,69,1900000000,,,,,,
Liu Zhongtian & family,58,1800000000,,,,,,
Bill Malhotra,72,1800000000,,,,,,
George Marcus,80,1600000000,,,,,,
Yves-Loic Martin,56,1800000000,,,,,,
Gary Michelson,73,1800000000,,,,,,
Robert G. Miller,76,1800000000,,,,,,
Fernando Roberto Moreira Salles,76,1900000000,,,,,,
Joao Moreira Salles,60,1900000000,,,,,,
Walther Moreira Salles Junior,66,1900000000,,,,,,
Zugen Ni,65,1800000000,,,,,,
Liora Ofer,68,1700000000,,,,,,
Mrudula Parekh,74,1700000000,,,,,,
David Paul,55,1700000000,,,,,,
Pierre Karl Péladeau,60,1700000000,,,,,,
Phillip T. (Terry) Ragon,73,1700000000,,,,,,
G. Rajendran,79,1700000000,,,,,,
Krit Ratanarak,76,1700000000,,,,,,
Jerry Reinsdorf,86,1800000000,,,,,,
Mochtar Riady & family,93,1700000000,,,,,,
Rajju Shroff,88,1900000000,,,,,,
Frank Slootman,63,1400000000,,,,,,
Henry Swieca,65,1800000000,,,,,,
Yuequn Tao,62,2100000000,,,,,,
Robert Toennies,44,1700000000,,,,,,
Torbjorn Tornqvist,68,1800000000,,,,,,
Zhenghua Wang,78,1600000000,,,,,,
Charlotte Colket Weber,79,1800000000,,,,,,
Wu Lanlan & family,48,1700000000,,,,,,
Wu Yulan,52,1700000000,,,,,,
Elaine Wynn,80,1700000000,,,,,,
Xu Shijun & family,59,1100000000,,,,,,
Xu Xudong & family,52,1600000000,,,,,,
Yang Xuegang,57,1600000000,,,,,,
Zhang Chuanwei & family,59,1600000000,,,,,,
Xuexin Zhang & family,74,1700000000,,,,,,
Noubar Afeyan,59,1700000000,,,,,,
Farkhad Akhmedov,66,1700000000,,,,,,
Marc Andreessen,50,1600000000,,,,,,
John Bicket,42,1300000000,,,,,,
Zadik Bino & family,78,1600000000,,,,,,
Alex Birkenstock,53,1600000000,,,,,,
Christian Birkenstock,49,1600000000,,,,,,
Sanjit Biswas,40,1300000000,,,,,,
David Booth,76,1700000000,,,,,,
Josef Boquoi & family,88,1700000000,,,,,,
Saket Burman,45,1600000000,,,,,,
Mingtong Cai,70,1200000000,,,,,,
Chen Yung-tai,86,1700000000,,,,,,
Phongthep Chiaravanont,70,1600000000,,,,,,
Ivan Chrenko,54,1600000000,,,,,,
Sol Daurella,56,1900000000,,,,,,
Dulce Pugliese de Godoy Bueno,74,1600000000,,,,,,
Norbert Dentressangle,67,1600000000,,,,,,
Oleg Deripaska,54,3500000000,,,,,,
Keith Dunleavy & family,52,1700000000,,,,,,
Donald Foss,77,1900000000,,,,,,
Rolf Gerling,67,1600000000,,,,,,
G. Gnanalingam,77,1500000000,,,,,,
He Zhaoxi,48,1200000000,,,,,,
William Heinecke,72,1800000000,,,,,,
Huh Jae-myung,51,1800000000,,,,,,
Tianjiang Jia & family,59,1600000000,,,,,,
Michael Jordan,59,1700000000,,,,,,
Dmitry Kamenshchik,54,2300000000,,,,,,
Kim Taek-jin,55,1700000000,,,,,,
Koo Kwang-mo,44,1800000000,,,,,,
Anthony Langley,67,1700000000,,,,,,
Lee Joong-keun,81,1700000000,,,,,,
James Leininger,77,1700000000,,,,,,
Li Jianli,49,1600000000,,,,,,
Weiwei Li,45,1600000000,,,,,,
Li Zhigang,46,1500000000,,,,,,
Jimmy John Liautaud,58,1700000000,,,,,,
Louise Lindh,42,1700000000,,,,,,
Anand Mahindra,67,2000000000,,,,,,
Bruce Mathieson,78,1700000000,,,,,,
Billy Joe (Red) McCombs,94,1700000000,,,,,,
Deepak Mehta,65,1600000000,,,,,,
Mario Moretti Polegato & family,69,1700000000,,,,,,
Alberto Palatchi,72,1600000000,,,,,,
Nelson Peltz,80,1600000000,,,,,,
Jorge Perez,72,1700000000,,,,,,
Alberto Prada,68,2000000000,,,,,,
Marina Prada,76,2000000000,,,,,,
M.Satyanarayana Reddy,65,1700000000,,,,,,
Rihanna,34,1700000000,,,,,,
Arkady Rotenberg,70,2200000000,,,,,,
Dieter Schnabel,76,1700000000,,,,,,
Shang Xiaobo & family,48,1400000000,,,,,,
Shao Qinxiang,67,1600000000,,,,,,
Basudeo Singh,81,1600000000,,,,,,
Edward Stack,67,1400000000,,,,,,
Weijie Sun,58,1500000000,,,,,,
Vonnarat Tangkaravakoon,50,1800000000,,,,,,
Byron Trott,63,1700000000,,,,,,
Jan Van Geet,51,1400000000,,,,,,
Radha Vembu,49,1700000000,,,,,,
Patrizio Vinciarelli,75,1500000000,,,,,,
Mingwang Wang,55,1600000000,,,,,,
Wang Yanqing & family,75,1300000000,,,,,,
Lars Wingefors,45,2000000000,,,,,,
Stephen Winn,75,1700000000,,,,,,
Ian Wood & family,79,1700000000,,,,,,
Gordon Wu,86,1700000000,,,,,,
Wu Xiangdong,53,1400000000,,,,,,
Yao Kuizhang,57,1400000000,,,,,,
Vladimir Yevtushenkov,73,1700000000,,,,,,
Dasheng Yi,61,1600000000,,,,,,
Yu Lili,54,1300000000,,,,,,
Alan Zekelman,59,1700000000,,,,,,
Kaitian Zeng,47,1600000000,,,,,,
Zhang Jingzhang & family,86,1800000000,,,,,,
Zhang Yubai,57,1600000000,,,,,,
Zheng Hong & family,71,1400000000,,,,,,
Zhong Peifeng,59,1400000000,,,,,,
Zhou Zongwen & family,65,1400000000,,,,,,
Zhu Yiming,49,1500000000,,,,,,
Zhaojiang Zhu,48,1400000000,,,,,,
Anita Zucker,70,1900000000,,,,,,
"Herbert Allen, Jr. & family",82,1700000000,,,,,,
Vasily Anisimov,70,1600000000,,,,,,
Mori Arkin,69,1500000000,,,,,,
Semahat Sevim Arsel,93,1700000000,,,,,,
Clifford Asness,55,1400000000,,,,,,
Louis Bacon,65,1600000000,,,,,,
Hari Bhartia,65,1600000000,,,,,,
Shyam Bhartia,69,1600000000,,,,,,
Amit Burman,52,1500000000,,,,,,
Chen Shibin,55,2100000000,,,,,,
Chen Tianshi,37,1000000000,,,,,,
Robert Clark,63,1600000000,,,,,,
Ana Lucia de Mattos Barretto Villela,48,1700000000,,,,,,
Diao Zhizhong,58,1600000000,,,,,,
Jamie Dimon,66,1700000000,,,,,,
Gary Fegel,48,1600000000,,,,,,
Gao Yunfeng,55,1200000000,,,,,,
Philippe Ginestet & family,68,1500000000,,,,,,
Sam Goi,75,1600000000,,,,,,
Lance Gokongwei,54,1500000000,,,,,,
Sergei Gordeev,49,2100000000,,,,,,
Bill Gross,78,1600000000,,,,,,
Sue Gross,72,1600000000,,,,,,
Patrick Hanrahan,67,1500000000,,,,,,
Lutz Mario Helmig,75,1500000000,,,,,,
Ilkka Herlin,63,1500000000,,,,,,
Asok Kumar Hiranandani,67,1600000000,,,,,,
Archie Hwang,69,1600000000,,,,,,
Jared Isaacman,39,1400000000,,,,,,
Anurang Jain,60,1700000000,,,,,,
Jin Lei & family,67,1700000000,,,,,,
Sunjay Kapur,50,1500000000,,,,,,
Richard Kayne,76,1600000000,,,,,,
Randal J. Kirk,68,1600000000,,,,,,
Jim Koch,73,1600000000,,,,,,
William Koch,82,1700000000,,,,,,
Kagemasa Kozuki,81,1800000000,,,,,,
Arvind Lal,72,1300000000,,,,,,
Robert Langer,73,1700000000,,,,,,
Theodore Leonsis,66,1600000000,,,,,,
Li Denghai,72,1600000000,,,,,,
Li Guoqing,52,1500000000,,,,,,
Li Jiaquan,58,1400000000,,,,,,
Li Rucheng,70,1700000000,,,,,,
Li Sze Lim,65,1600000000,,,,,,
Li Yongqing,57,1500000000,,,,,,
Lim Wee Chai,64,1300000000,,,,,,
Liu Aisen & family,49,1200000000,,,,,,
Liu Ming Chung,59,1600000000,,,,,,
Vincent Lo,73,1600000000,,,,,,
Brandt Louie,78,1600000000,,,,,,
Catherine Lozick,77,1500000000,,,,,,
Lu Zongjun,59,1600000000,,,,,,
Lv Jianming,57,1500000000,,,,,,
"Cargill MacMillan, III.",62,1600000000,,,,,,
Duncan MacMillan,84,1600000000,,,,,,
John MacMillan,72,1600000000,,,,,,
Martha MacMillan,70,1600000000,,,,,,
William MacMillan,68,1600000000,,,,,,
Terence (Terry) Matthews,79,1600000000,,,,,,
Kazuo Okada,79,1200000000,,,,,,
Tomas Olivo Lopez,48,1600000000,,,,,,
Jorge Pinheiro Koren de Lima,49,1000000000,,,,,,
Candido Pinheiro Koren de Lima Junior,51,1000000000,,,,,,
Qian Ying,56,1400000000,,,,,,
Ren Jinsheng & family,59,1700000000,,,,,,
Brian Roberts,62,1600000000,,,,,,
Austin Russell,27,1100000000,,,,,,
George Sakellaris,75,1200000000,,,,,,
Sheryl Sandberg,52,1600000000,,,,,,
Andres Santo Domingo,44,1600000000,,,,,,
Paul Saville,66,1500000000,,,,,,
Ivan Savvidis,63,1600000000,,,,,,
Michael Saylor,57,1100000000,,,,,,
Gerald Schwartz,80,1400000000,,,,,,
Sathien Setthasit,68,1600000000,,,,,,
Keiichi Shibahara,57,1200000000,,,,,,
Evgeny (Eugene) Shvidler,58,1700000000,,,,,,
Ryan Smith,43,1500000000,,,,,,
Peter Sperling,62,1600000000,,,,,,
Ion Stoica,57,1600000000,,,,,,
Bambang Sutantio,63,1700000000,,,,,,
Tan Yu Yeh,51,1400000000,,,,,,
David Teoh,66,1600000000,,,,,,
Carl Thoma,73,1600000000,,,,,,
Ion Tiriac,83,1500000000,,,,,,
Clemens Toennies,66,1600000000,,,,,,
Tran Ba Duong & family,62,1500000000,,,,,,
Tung Ching Bor,59,1600000000,,,,,,
Tung Ching Sai,57,1600000000,,,,,,
Scott Watterson,67,1600000000,,,,,,
Wei Ing-Chou,68,1600000000,,,,,,
Wei Yin-Chun,65,1500000000,,,,,,
Wei Ying-Chiao,67,1500000000,,,,,,
Tom Werner,72,1600000000,,,,,,
